rent,price,square,bedrooms,bathrooms,balcony,house_direction,legal_info,furniture,hurried,floors,basement
False,7.8 tỷ,,,,False,,False,False,False,0,False
False,24 tỷ,103.0,,,False,,False,False,False,3,False
False,,,,,False,,False,False,False,0,False
False,5 tỷ,,,,False,,False,False,True,4,False
False,,,,,False,,False,False,True,0,False
False,2 tỷ,60.0,,,False,,False,False,True,0,False
False,3.99 tỷ,28.0,,,False,,False,False,False,3,False
False,"3,868 tỷ",,,,False,,False,False,False,0,False
False,3.2 tỷ,,,,False,,False,False,False,0,False
False,,,,,False,đông,False,False,False,0,False
False,2.3 tỷ,,,,False,,False,False,False,0,False
False,4 tỷ,,,,False,,False,False,True,4,False
False,2.5 tỷ,,,,False,,False,False,False,0,False
False,4.35 tỷ,50.0,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,"4,7 tỷ",,,,False,,False,False,False,0,False
False,,,,,False,,False,True,False,4,False
False,,,,,False,,False,False,False,0,False
False,3 tỷ,45.0,,,False,,False,False,True,2,False
False,,,,,False,,False,False,False,0,False
False,5.6 tỷ,35.2,,,False,,False,False,False,0,False
False,,200.0,,,False,,True,False,False,1,False
False,40 triệu,,,,False,,True,False,False,0,False
False,8tỷ,,,,False,,False,False,False,0,False
False,,93.0,,,False,,False,False,False,1,False
False,,,,,False,,False,False,False,3,False
False,,224.0,,,False,,False,False,False,0,False
False,3.38 tỷ,73.0,,,False,,False,False,False,0,False
False,"5,3 tỷ",50.0,,,False,,False,False,False,2,False
False,4 tỷ,35.0,,,False,,False,False,False,0,False
False,5.99 tỷ,58.0,,,False,,False,False,False,0,False
False,78tỷ,,,,False,,False,False,False,0,True
False,,,,,False,,False,False,True,0,False
False,25 tỷ,,,,False,,False,False,True,0,False
False,"6,65 tỷ",61.0,,,False,,False,False,False,0,False
False,3 tỷ,22.0,,,False,,False,False,False,2,False
False,7 tỷ,110.0,,,False,,False,False,False,0,False
False,2tỷ,,,,False,,False,False,False,2,False
False,66 tỷ,,,,False,,False,False,True,0,False
False,12 tỷ,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,True,0,False
False,"5,8 tỷ",90.0,,,False,,False,False,False,0,False
False,6 tỷ,74.0,,,False,,False,False,False,0,False
False,6 tỷ,48.0,,,False,,False,False,False,0,False
False,12 tỷ,76.0,,,False,,False,False,False,4,False
False,2.8 tỷ,112.0,,,False,,False,False,False,0,False
False,38 tỷ,,,,False,,False,False,False,0,False
False,9.99 tỷ,80.0,,,False,,False,False,False,4,False
False,"7,9tỷ",,,,False,,False,False,False,0,False
False,2 tỷ,,,,False,,False,False,False,2,False
False,2 tỷ,,,,False,,False,False,False,2,False
False,,39.0,4.0,,False,,False,False,False,3,False
False,,80.0,3.0,4.0,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,2.3 tỷ,,,,False,,False,False,False,0,False
False,5 tỷ,65.0,,,False,,False,False,False,0,False
False,5.1 tỷ,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,5 tỷ,,,,False,,False,False,False,0,False
False,4tỷ,,3.0,,False,,False,False,False,5,False
False,4tỷ,,3.0,,False,,False,False,False,5,False
False,5.5 tỷ,55.0,,,False,,False,False,False,4,False
False,,35.0,,,False,,False,False,True,0,False
False,"3,1 tỷ",73.0,,,False,tây,False,False,False,0,False
False,"3,1 tỷ",73.0,,,False,tây,False,False,False,0,False
True,,,,,False,,False,False,False,0,False
False,15 tỷ,,,,False,,False,False,False,4,False
False,"4,6 tỷ",,,,False,đông,False,False,False,0,False
False,4.x tỷ,40.0,,,False,,False,False,False,0,False
False,9.x tỷ,44.0,,,False,,False,False,True,5,False
False,,187.0,3.0,2.0,False,,True,True,False,0,False
False,,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,9 tỷ,,,,False,,False,False,False,4,False
False,8.3 tỷ,,,,False,,False,False,False,4,False
False,8.3 tỷ,,,,False,,False,False,False,4,False
False,6tỷ,42.0,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,,150.0,,,False,,True,False,False,0,False
False,5 tỷ,45.0,,,False,,False,False,False,3,False
False,"2,8 tỷ",31.0,,,False,,False,False,False,0,False
False,"1,98 tỷ",,,,False,đông,False,False,False,0,False
False,3 tỷ,50.0,,,False,,False,True,False,0,False
False,6 tỷ,65.0,,,False,,False,False,False,3,False
False,4.x tỷ,44.0,,,False,,False,False,False,3,False
False,18.x tỷ,100.0,,,False,,False,False,False,4,False
False,32tỷ,,,,False,,False,False,False,0,False
False,32tỷ,,,,False,,False,False,False,0,False
False,49tỷ,,,,False,,False,False,False,0,False
False,13.6 tỷ,86.0,,,False,,False,False,True,0,False
False,,42.0,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,4 tỷ,55.0,,,False,,True,False,False,3,False
False,"4,85 tỷ",,,,False,,False,False,False,4,False
False,,102.0,,,False,,False,False,False,0,False
False,,36.2,,,False,,False,False,False,5,False
False,4.9 tỷ,95.0,,,False,tây,False,False,False,2,False
False,4.9 tỷ,95.0,,,False,tây,False,False,False,2,False
False,5 tỷ,35.0,,,False,,False,False,True,0,False
False,5.1 tỷ,66.0,,,False,,False,False,False,3,False
False,,,,,False,,False,False,False,0,False
False,"3,8 tỷ",25.0,,,False,,False,False,False,0,False
False,6.25 tỷ,63.0,,,False,,False,False,False,0,False
False,,,5.0,,False,,False,False,False,0,False
False,3.6 tỷ,44.0,,,False,,False,False,False,3,False
False,,60.0,,,False,,False,False,True,0,False
False,3.7 tỷ,50.0,,,False,,False,False,False,2,False
False,4.8 tỷ,50.0,,,False,,False,False,False,2,False
False,,68.0,,,False,,False,False,False,0,False
False,2 tỷ,,,,False,,False,False,False,3,False
False,1 tỷ,27.0,,,False,,False,False,False,0,False
False,6.2 tỷ,,,,False,,False,False,False,3,False
False,5.x tỷ,40.0,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,2,False
False,5.x tỷ,100.0,,,False,,False,False,False,0,False
False,3.99 tỷ,,,,False,,False,False,False,0,False
False,85 tỷ,,,,False,,False,False,False,6,False
False,39tỷ,147.43,,,False,,False,False,False,0,False
False,39tỷ,147.43,,,False,,False,False,False,0,False
False,39tỷ,147.43,,,False,,False,False,False,0,False
False,7tỷ,,6.0,,False,,False,False,False,5,False
False,1 tỷ,,2.0,,False,,False,False,False,2,False
False,,120.0,,,False,,True,False,False,0,False
False,3.99 tỷ,48.0,,,False,,False,False,False,2,False
False,85 tỷ,,,,False,,False,False,False,6,False
False,13.3 tỷ,,,,False,,False,False,False,1,False
False,,,,,False,tây,False,False,False,0,False
False,5.1 tỷ,41.0,,,False,,False,False,False,3,False
False,6 tỷ,129.0,,,False,,False,False,False,0,False
False,4tỷ,,,,False,,False,False,True,0,False
False,,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,"7,9 tỷ",,,,False,,False,False,False,4,False
False,3.2 tỷ,,,,False,,False,False,False,3,False
False,17 tỷ,,,,False,,False,False,False,6,False
False,5.1 tỷ,,,,False,,False,False,False,3,False
False,3tỷ,,2.0,,False,,False,False,False,0,False
False,3.45 tỷ,,,,False,,False,False,False,1,False
False,3.45 tỷ,,,,False,,False,False,False,1,False
False,9 tỷ,64.0,,,False,,False,False,False,5,False
False,7.5 tỷ,,,,False,,False,False,False,2,False
False,3.3 tỷ,,,,False,,False,False,False,1,False
False,,,,,False,,False,False,False,0,False
False,5 tỷ,,,,False,đông,False,False,False,5,False
False,40 triệu,,,,False,,False,False,False,0,False
False,85 tỷ,,,,False,,False,False,False,6,False
False,4 tỷ,55.0,,,False,,False,False,False,2,False
False,4.5 tỷ,,,,False,,False,False,False,0,False
False,7.2 tỷ,44.0,,,False,,False,False,False,5,False
True,,,,,False,,False,False,False,1,False
False,12tỷ,,6.0,,False,,False,False,False,0,False
False,3 tỷ,52.0,,,False,,False,False,True,0,False
False,4.5 tỷ,40.0,3.0,,False,,False,False,True,3,False
False,2 tỷ,16.0,,,False,,False,False,True,2,False
False,10.2 tỷ,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,3,False
False,,,,,False,,False,False,False,1,False
False,,,,,False,,False,False,False,4,False
False,,,,,False,,False,False,False,0,False
False,3tỷ,,,,False,,False,False,False,0,False
False,4 tỷ,68.0,,,False,,False,False,False,2,False
False,,,,,False,,False,False,True,0,False
False,,,,,False,,False,False,True,0,False
False,5.6 tỷ,100.0,,,False,,False,False,True,0,False
False,,63.0,,,False,,False,False,False,0,False
False,,,,,False,,False,False,True,0,False
False,,44.0,,,False,,False,False,True,0,False
False,,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,2 tỷ,,,,False,,False,False,False,0,False
False,3 tỷ,39.0,,,False,,True,False,False,0,False
False,,,,,False,,True,False,False,0,False
False,24 tỷ,,,,False,,False,False,False,5,False
False,24 tỷ,,,,False,,False,False,False,5,False
False,3 tỷ,66.0,,,False,,False,False,False,0,False
False,6.9 tỷ,66.0,,,False,,False,False,False,0,False
False,2 tỷ,70.0,,,False,,False,False,True,4,False
False,2 tỷ,70.0,,,False,,False,False,True,4,False
False,4 tỷ,56.0,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,7.5 tỷ,,,,False,,False,False,False,4,False
False,,,,,False,,False,False,False,4,False
False,3.x tỷ,44.0,,,False,,False,False,False,0,False
False,"5,2 tỷ",4.0,,,False,,False,False,False,0,False
False,3.x tỷ,44.0,,,False,,False,False,False,0,False
False,4.x tỷ,56.0,,,False,,False,False,False,0,False
False,3.45 tỷ,45.0,,,False,,False,False,False,2,False
False,,,,,False,,False,False,False,0,False
False,6 tỷ,88.0,,,False,,True,False,True,3,False
False,14 tỷ,,,,False,,False,False,False,3,False
False,66 tỷ,140.0,,,False,,False,False,False,3,False
False,62 tỷ,140.0,,,False,,False,False,False,3,False
False,,,,,False,,False,False,True,0,False
False,,,,,False,,True,False,True,5,False
False,,142.0,2.0,2.0,False,,False,False,False,1,False
False,5 tỷ,50.0,,,False,,False,True,False,0,False
False,"3,5 tỷ",45.0,,,False,,False,False,False,0,False
False,,80.0,,,False,,False,False,False,0,False
False,2 tỷ,37.0,,,False,,False,False,False,0,False
False,3.25 tỷ,,,,False,,False,False,False,1,False
False,,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,6.5 tỷ,,,,False,,False,False,False,2,False
False,4.7 tỷ,,,,False,,False,False,False,1,False
False,7.9 tỷ,,,,False,tây,False,False,False,0,False
False,4.5 tỷ,18.0,,,False,,False,False,False,5,False
False,5.8 tỷ,,,,False,,False,False,False,1,False
False,6.5 tỷ,,,,False,,False,False,False,2,False
False,6 tỷ,,,,False,,False,False,False,0,False
False,5.3 tỷ,,,,False,,False,False,False,1,False
False,3.8 tỷ,,,,False,,False,False,False,1,False
False,3.4 tỷ,,,,False,,False,False,False,1,False
False,3.5 tỷ,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,1,False
False,3 tỷ,48.0,,,False,,False,False,False,0,False
False,13.5 tỷ,89.0,,,False,,False,False,False,2,False
False,,,,,False,,False,False,False,0,False
False,4 tỷ,,,,False,,True,False,False,0,False
False,15.7 tỷ,87.0,,,False,,False,False,False,6,False
False,3 tỷ,58.0,,,False,,False,False,False,3,False
False,,50.6,,,False,tây,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,2,False
False,,,,,False,,False,False,True,0,False
False,,,,,False,,False,False,True,0,False
False,5.x tỷ,80.0,,,False,tây,False,False,False,4,False
False,,,,,False,,False,True,True,0,False
False,,,,,False,,False,False,True,0,False
False,,,,,False,,False,False,False,0,False
False,465 triệu,,,,False,,False,False,False,0,False
False,8 tỷ,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,True,0,False
False,4 tỷ,60.0,,,False,,True,False,False,3,False
False,,70.0,,,False,,False,True,False,0,False
False,"3,8 tỷ",,,,False,,False,False,True,0,False
False,5.3 tỷ,,,,False,,False,False,False,4,False
False,4 tỷ,54.0,4.0,3.0,False,,True,False,True,3,False
False,,,,,False,,False,False,False,1,False
False,,,,,False,,False,False,False,1,False
False,3.2 tỷ,35.0,,,False,,False,False,False,2,False
False,2.95 tỷ,,,,False,,False,False,False,2,False
False,3.2 tỷ,,,,False,,False,False,False,0,False
False,,81.0,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,9 tỷ,,,,False,,False,False,False,5,False
False,20 tỷ,123.0,,,False,,False,False,False,0,False
False,17 tỷ,,,,False,,False,True,False,4,False
False,,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,4.65tỉ,100.0,,,False,,False,False,True,0,False
False,16.5 tỷ,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,2 tỷ,30.0,,,False,,False,False,True,0,False
False,2.3 tỷ,,,,False,,False,False,False,0,False
False,4 tỷ,78.0,,,False,,False,False,False,2,False
False,"16,5 tỷ",,,,False,,False,False,False,0,False
False,"16,5 tỷ",,,,False,,False,False,False,0,False
False,2.15tỷ,,,,False,,False,False,True,0,False
False,,,,,False,,False,False,False,0,False
False,"3,6 tỷ",,,,False,,False,False,False,2,False
False,5 tỷ,65.0,,,False,,False,False,False,4,False
False,465 triệu,110.0,2.0,1.0,False,,False,False,False,0,False
False,7 tỷ,,,,False,,False,False,False,0,False
False,7 tỷ,72.0,,,False,,False,False,False,3,False
False,7 tỷ,72.0,,,False,,False,False,False,3,False
False,10 tỷ,100.0,,,False,,False,False,False,4,False
False,17 tỷ,,,,False,,True,False,False,4,False
False,,85.0,,,False,,True,False,False,0,False
False,5.x tỷ,,,,False,,False,False,False,0,False
False,5 tỷ,90.0,,,False,,False,False,False,4,False
False,4.9 tỷ,43.0,,,False,,False,False,True,4,False
False,,37.0,,,False,,False,False,False,0,False
False,7 tỷ,,,,False,,False,False,False,4,False
False,3.8 tỷ,,,,False,,False,False,False,0,False
False,4.x tỷ,,,,False,,False,False,False,0,False
False,18 tỷ,,,,False,,False,False,False,5,False
False,5.1tỷ,40.0,,,False,,False,False,True,2,False
False,,,,,False,,False,False,False,3,False
False,11 tỷ,432.0,,,False,,False,False,False,4,False
False,3.75 tỷ,53.0,,,False,,False,False,False,2,False
False,,,3.0,,False,,False,False,False,1,False
False,3.x tỷ,,,,False,,False,False,False,2,False
False,,,,,False,,False,False,False,3,False
False,2 tỷ,,,,False,,False,False,False,3,False
False,"2,55 tỷ",,,,False,đông,False,False,False,0,False
False,4.x tỷ,54.0,,,False,bắc,False,False,False,0,False
False,4.7 tỷ,,,,False,,False,False,False,4,False
False,6 tỷ,80.0,,,False,,False,False,False,0,False
False,7 tỷ,,,,False,,False,False,False,2,False
False,,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,,32.0,,,False,,False,False,False,4,False
False,,,,,False,đông,False,False,False,0,False
False,4.x tỷ,54.0,,,False,,False,False,False,0,False
False,17 tỷ,90.0,,,False,,True,True,False,4,False
False,11 tỷ,90.0,,,False,,False,False,False,0,False
False,,44.0,,,False,,False,False,True,3,False
False,6 tỷ,50.0,,,False,,False,False,False,3,False
False,17 tỷ,,,,False,,False,False,False,0,False
False,"5,3 tỷ",,,,False,,False,False,False,0,False
False,5 tỷ,38.0,,,False,,False,False,False,4,False
False,5 tỷ,38.0,,,False,,False,False,False,4,False
False,,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,,49.0,,,False,,False,True,False,5,False
False,5 tỷ,48.0,,,False,,False,False,False,2,False
False,5.x tỷ,,,,False,,False,False,False,0,False
False,4.5tỷ,70.0,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,3,False
False,4.2 tỷ,,,,False,,False,False,False,0,False
False,4 tỷ,80.0,,,False,,False,False,False,2,False
False,4 tỉ,48.0,,,False,,False,False,False,0,False
False,"9,5 tỷ",,,,False,,False,False,False,1,False
False,,77.0,,,False,,False,False,False,0,False
False,4.9 tỷ,50.0,,,False,,False,False,False,3,False
False,"11,8 tỷ",,,,False,,False,False,False,2,False
False,,,,,False,,False,False,False,0,False
False,12.8 tỷ,80.0,,,False,,False,False,False,0,False
False,,,,,False,đông,False,False,False,0,False
False,,,,,False,đông,False,False,False,0,False
False,4 tỷ,,4.0,,False,,True,False,True,3,False
False,3.3 tỷ,,,,False,,False,False,False,2,False
False,8tỷ,,,,False,,True,False,False,4,False
False,8tỷ,,,,False,,True,False,False,4,False
False,,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,4.9 tỷ,50.0,,,False,,False,False,False,3,False
False,2.6 tỷ,36.0,,,False,,False,False,False,0,False
False,3tỷ,55.0,,,False,,False,False,False,0,False
False,5.8 tỷ,80.0,,,False,,False,False,False,0,False
False,5.8 tỷ,80.0,,,False,,False,False,False,0,False
False,8.9 tỷ,75.0,,,False,,False,False,False,2,False
False,13.8 tỷ,,,,False,,False,False,False,3,False
False,4.9 tỷ,,,,False,,False,False,False,0,False
False,8.2 tỷ,,,,False,,False,False,False,3,False
False,,,,,False,,True,False,False,3,False
False,3 tỷ,45.0,,,False,,False,False,False,0,False
False,"6,7 tỷ",58.0,,,False,,False,False,False,0,False
False,"6,8 tỷ",,,,False,,False,False,False,4,False
False,,68.0,,,False,,False,False,False,3,False
False,"4,3 tỷ",,,,False,,False,False,False,0,False
False,5.35 tỷ,,,,False,,False,False,False,0,False
False,6 tỷ,,,,False,,False,False,False,0,False
False,5 tỷ,,,,False,,False,False,False,0,False
False,,74.0,,,False,,False,False,False,0,False
False,,63.5,5.0,6.0,False,,False,False,False,0,False
False,"5,4 tỷ",,,,False,,False,False,False,2,False
False,13.5 tỷ,,,,False,,False,False,False,5,False
False,,,,,False,,True,False,False,0,False
False,4.x tỷ,,,,False,,False,False,False,0,False
False,14 tỷ,,,,False,,True,False,False,3,False
False,8 tỷ,,,,False,,False,False,False,4,False
False,"1,2 tỷ",70.0,,,False,,False,False,False,5,False
False,,68.0,,,False,,False,True,False,0,False
False,"5,5 tỷ",64.0,,,False,,False,False,False,0,False
False,6tỷ,98.0,,,False,,False,False,False,0,False
False,,43.0,,,False,,False,False,False,2,False
False,3 tỷ,,,,False,đông,False,False,False,0,False
False,3 tỷ,,,,False,đông,False,False,False,0,False
False,4.9 tỷ,64.0,,,False,,True,False,False,3,False
False,6.2 tỷ,,,,False,,False,True,False,0,False
False,12 tỷ,56.0,,,False,,True,False,False,0,False
False,12 tỷ,56.0,,,False,,False,False,False,0,False
False,18 triệu,,,,False,,False,False,False,0,False
False,3tỷ,,3.0,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,9tỷ,,,,False,,False,False,False,4,False
False,13.5 tỷ,,,,False,,False,False,False,4,False
False,,,,,False,,False,False,False,1,False
False,,,,,False,,False,False,False,1,False
False,5.9 tỷ,82.0,,,False,,False,False,False,0,False
False,5 tỷ,43.0,,,False,,False,False,False,3,False
False,5 tỷ,64.0,,,False,,False,True,False,0,False
False,,,,,False,,False,False,False,2,False
False,,45.0,,,False,,False,False,False,0,False
False,3tỷ,,,,False,,False,True,False,2,False
False,,,,,False,,False,False,True,0,False
False,4 tỷ,,4.0,,False,,False,False,False,4,False
False,5.2 tỷ,42.0,,,False,,False,False,False,4,False
False,,144.0,,,False,,False,False,False,0,False
False,5.7 tỷ,,,,False,,False,False,False,3,False
False,5.7 tỷ,,,,False,,False,False,False,3,False
False,4 tỷ,,,,False,nam,False,False,False,2,False
False,3 tỷ,48.0,,,False,,False,False,False,2,False
False,,61.0,,,False,,False,False,False,0,False
False,"5,2 tỷ",64.0,,,False,,False,False,False,4,False
False,8 tỷ,200.0,,,False,,False,False,False,0,False
False,"4,9 tỷ",80.0,,,False,nam,False,False,False,2,False
False,,,,,False,,True,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,,80.8,,,False,,False,False,True,0,False
False,,96.0,3.0,2.0,False,,False,False,False,1,False
False,,,,,False,,True,False,False,0,False
False,5 tỷ,,,,False,,False,False,False,3,False
False,5 tỷ,,,,False,,False,False,False,3,False
False,13 tỷ,72.0,,,False,,False,False,False,5,False
False,,,,,False,,False,False,False,5,False
False,13.x tỷ,72.0,,,False,,False,False,False,5,False
False,13.x tỷ,72.0,,,False,,False,False,False,5,False
False,,,,,False,,True,False,False,0,False
False,4.79 tỷ,53.0,,,False,,False,False,False,3,False
False,6 tỷ,,,,False,,False,False,False,0,False
False,10.5 tỷ,300.0,,,False,,False,False,False,0,False
False,,,,,False,,False,False,True,0,False
False,,,,,False,,False,False,False,4,False
False,5.3 tỷ,73.0,,,False,,False,False,False,4,False
False,6 tỷ,100.0,,,False,,False,False,False,4,False
False,,62.0,,,False,,False,False,False,4,False
False,2 tỷ,40.0,,,False,,False,False,False,3,False
False,"2,7 tỷ",45.0,,,False,đông,False,False,False,0,False
False,3tỷ,,,,False,,False,False,True,0,False
False,,,,,False,,False,False,False,0,False
False,1 tỷ,110.0,,,False,,False,False,False,0,False
False,3 tỷ,,,,False,,False,False,False,0,False
False,,60.0,,,False,,False,False,False,0,False
False,5 tỷ,100.0,,,False,đông,False,False,False,5,False
False,3.x tỷ,,,,False,nam,False,False,False,2,False
False,8 tỷ,80.0,,,False,,False,False,False,4,False
False,,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,8.3 tỷ,120.0,,,False,,False,False,False,4,False
False,3 tỷ,60.0,,,False,,False,False,False,2,False
False,6 tỷ,80.0,,,False,,False,False,True,0,False
False,,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,2,False
False,4 tỷ,60.0,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,5,False
False,"4,2 tỷ",50.0,,,False,,False,False,False,0,False
False,,60.0,,,False,,False,False,True,0,False
False,"4,1 tỷ",74.0,,,False,,False,False,False,3,False
False,,,,,False,,False,False,False,0,False
False,,,2.0,3.0,False,,False,False,False,0,False
False,4.9 tỷ,,,,False,,False,False,False,3,False
False,"4,95 tỷ",,,,False,,False,False,False,2,False
False,6tỷ,64.0,,,False,,False,False,True,4,False
False,9 tỷ,,,,False,,False,False,False,4,False
False,"4,2 tỷ",,,,False,,False,True,False,0,False
False,"4,2 tỷ",,,,False,,False,True,False,0,False
False,,,,,False,,False,False,False,3,False
False,100 triệu,,,,False,,True,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,"2,4 tỷ",,,,False,,False,False,False,2,False
False,,,,,False,,False,False,False,3,False
False,,27.0,,,False,,True,False,False,2,False
False,,,,,False,,True,False,False,0,False
False,,77.0,,,False,,False,False,False,0,False
False,,80.0,,,False,,False,False,False,0,False
False,5.1 tỷ,40.0,,,False,,False,False,True,2,False
False,"7,x tỷ",58.0,,,False,,True,False,False,4,False
False,4.5 tỷ,,,,False,,False,False,False,3,False
False,,100.0,,,False,,False,False,False,0,False
False,,100.0,,,False,,False,False,False,0,False
False,4.7 tỷ,35.0,,,False,,False,False,False,4,False
False,,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,"6,8 tỷ",,,,False,,False,False,False,0,False
False,3tỷ,,,,False,,False,False,False,4,False
False,2 tỷ,45.0,,,False,,False,False,False,0,False
False,5 tỷ,38.0,,,False,,False,False,False,0,False
False,9tỷ,,,,False,,False,False,True,0,False
False,"4,95 tỷ",38.0,,,False,,False,False,False,1,False
False,5 tỷ,36.0,,,False,,False,False,False,3,False
False,4 tỷ,55.0,4.0,,False,,False,False,False,0,False
False,5 tỷ,67.0,,,False,,False,False,False,3,False
False,3tỷ,,,,False,,False,False,False,2,False
False,,77.0,3.0,3.0,False,,False,False,False,1,False
False,2.6 tỷ,32.0,,,False,,False,False,False,0,False
False,2.6 tỷ,32.0,,,False,,False,False,False,0,False
False,2.7 tỷ,34.5,,,False,,False,False,False,0,False
False,,47.3,,,False,,False,False,False,0,False
False,30 triệu,70.0,,,False,,False,False,True,0,False
False,,,,,False,nam,False,False,True,3,False
False,4tỷ,80.0,,,False,,False,False,False,0,False
False,"3,3 tỷ",35.0,,,False,,False,False,False,0,False
False,4 tỷ,62.0,,,False,,False,False,False,0,False
False,3 tỷ,90.0,,,False,,False,False,False,0,False
False,11.7 tỷ,,,,False,,False,False,False,3,False
False,,,,,False,,True,False,False,0,False
False,"5,6 tỷ",,,,False,,False,False,False,4,False
False,15 triệu,49.2,,,False,,False,False,False,0,False
False,10 tỷ,210.0,,,False,,False,False,False,0,False
False,6 tỷ,63.0,,,False,nam,False,True,False,3,False
False,,,,,False,,True,False,False,0,False
False,4.2 tỷ,39.0,,,False,,False,False,False,2,False
False,7 tỷ,,,,False,đông,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,,51.0,,,False,,False,False,False,0,False
False,5.8 tỷ,40.0,,,False,,False,False,True,4,False
False,5 tỷ,53.0,4.0,3.0,False,,True,False,False,3,False
False,"7,9 tỷ",,,,False,,True,False,False,4,False
False,,,,,False,,False,False,False,0,False
False,5 tỷ,60.0,,,False,,False,False,False,0,False
False,8.8 tỷ,,,,False,,False,False,False,4,False
False,3 tỷ,,,,False,,False,False,False,0,False
False,"5,7 tỷ",53.0,,,False,,False,False,False,0,False
False,3 tỷ,,,,False,,False,False,False,2,False
False,"4,6 tỷ",,,,False,,False,False,False,0,False
False,4.8 tỷ,,,,False,,False,False,False,0,False
False,4.7 tỷ,50.0,,,False,,False,False,False,2,False
False,6 tỷ,80.0,,,False,,False,False,False,0,False
False,8tỷ,,3.0,,False,,False,False,False,0,False
False,5 tỷ,43.0,,,False,,False,False,True,2,False
False,,64.0,,,False,,False,False,False,0,False
False,,63.0,,,False,,False,False,False,0,False
False,8 tỷ,56.0,,,False,,False,False,False,4,False
False,"4,3 tỷ",,,,False,,False,False,False,0,False
False,"3,6 tỷ",,,,False,,False,False,False,0,False
False,3 tỷ,,,,False,,False,False,False,2,False
False,5.45 tỷ,66.0,,,False,,False,False,False,3,False
False,7.6 tỷ,45.0,,,False,,False,False,False,5,False
False,,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,3,False
False,,125.0,,,False,,True,False,False,0,False
False,"1,98 tỷ",,,,False,,False,False,False,3,False
False,49.8 tỷ,,,,False,,False,False,False,4,False
False,4 tỷ,40.0,2.0,,False,,False,False,False,2,False
False,,,,,False,đông,False,False,False,0,False
False,,77.0,,,False,,False,False,False,0,False
False,4 tỷ,54.0,,,False,,False,False,False,0,False
False,5 tỷ,101.0,,,False,,False,False,False,5,False
False,"5,8 tỷ",145.0,,,False,,False,False,False,0,False
False,6 tỷ,,,,False,,False,False,False,1,False
False,,43.0,,,False,,False,False,False,1,False
False,4.9 tỷ,44.0,,,False,,False,False,True,2,False
False,6 tỷ,70.0,4.0,,False,,False,False,False,4,False
False,12 tỷ,,,,False,,False,False,False,4,False
False,8.x tỷ,52.0,,,False,,False,False,False,1,False
False,15.8 tỷ,,,,False,,False,False,False,4,False
False,6.1 tỷ,57.0,,,False,,False,False,False,4,False
False,5 tỷ,55.0,,,False,,False,False,False,3,False
False,,35.0,,,False,,False,False,False,4,False
False,4 tỷ,,,,False,,False,False,False,3,False
False,8 tỷ,80.0,,,False,,True,False,True,3,False
False,14.5tỷ,,,,False,,True,False,False,0,False
False,,,,,False,,False,False,False,3,False
False,,,,,False,,False,False,True,0,False
False,,,,,False,,False,False,False,2,False
False,,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
False,3.35tỷ,,,,False,,False,False,False,2,False
False,9.9 tỷ,94.0,,,False,,True,False,False,3,False
False,2.95 tỷ,,,,False,,False,False,False,0,False
False,7.x tỷ,55.0,,,False,,False,False,False,4,False
False,14 tỷ,,,,False,,False,False,False,0,False
False,,,,,False,,False,False,False,0,False
